Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,51.259766,52.246094,50.996094,52.099609,33.977074,369600
2006-01-04,52.812500,53.369141,52.724609,53.310547,34.766788,331600
2006-01-05,53.232422,53.398438,53.056641,53.369141,34.804996,582700
2006-01-06,54.072266,54.560547,53.857422,54.501953,35.543766,424200
2006-01-09,54.423828,54.589844,54.208984,54.570313,35.588352,284800
2006-01-10,53.701172,54.121094,53.642578,54.082031,35.269917,169000
2006-01-11,54.794922,55.849609,54.775391,55.664063,36.301643,320600
2006-01-12,55.478516,55.761719,55.234375,55.361328,36.104214,235400
2006-01-13,54.960938,55.498047,54.775391,55.458984,36.167900,310500
2006-01-17,54.677734,54.941406,54.580078,54.921875,35.817627,286800
2006-01-18,54.501953,54.589844,53.779297,54.228516,35.365448,241600
2006-01-19,55.058594,56.152344,55.039063,55.996094,36.518185,395500
2006-01-20,55.556641,55.556641,54.667969,54.785156,35.728458,431600
2006-01-23,55.341797,56.230469,55.341797,55.908203,36.460857,236000
2006-01-24,55.468750,55.976563,55.361328,55.781250,36.378067,170800
2006-01-25,55.966797,56.103516,55.742188,55.957031,36.492702,197000
2006-01-26,56.435547,57.187500,56.386719,57.080078,37.225109,436800
2006-01-27,56.601563,56.972656,56.132813,56.386719,36.772923,437000
2006-01-30,56.601563,56.923828,56.435547,56.884766,37.097736,193600
2006-01-31,56.582031,57.353516,56.533203,57.148438,37.269691,134800
2006-02-01,57.353516,58.046875,57.343750,57.910156,37.766445,222900
2006-02-02,58.613281,59.042969,57.783203,58.115234,37.900185,439500
2006-02-03,56.865234,57.861328,56.855469,57.490234,37.492596,312200
2006-02-06,58.613281,59.013672,58.544922,58.769531,38.326893,461400
2006-02-07,58.125000,58.349609,57.958984,58.017578,37.836502,192900
2006-02-08,58.027344,58.818359,57.783203,58.750000,38.314159,170400
2006-02-09,58.388672,58.867188,58.281250,58.359375,38.059406,209300
2006-02-10,58.818359,58.935547,58.203125,58.544922,38.180416,183200
2006-02-13,57.929688,58.710938,57.929688,58.457031,38.123100,227200
2006-02-14,57.861328,58.945313,57.802734,58.642578,38.244099,235400
2006-02-15,53.808594,54.169922,53.486328,53.808594,35.091587,965100
2006-02-16,53.876953,54.833984,53.867188,54.833984,35.760307,1172800
2006-02-17,53.994141,54.257813,53.906250,54.218750,35.359074,1007000
2006-02-21,55.087891,55.322266,54.882813,55.175781,35.983208,364500
2006-02-22,54.882813,55.517578,54.746094,55.371094,36.110577,765400
2006-02-23,55.546875,55.585938,55.146484,55.175781,35.983208,497000
2006-02-24,54.746094,54.824219,54.306641,54.619141,35.620193,625700
2006-02-27,54.306641,54.677734,54.033203,54.560547,35.581982,176800
2006-02-28,54.062500,54.277344,53.896484,54.003906,35.218964,222700
2006-03-01,55.253906,55.253906,54.707031,54.980469,35.855843,286100
2006-03-02,54.658203,55.009766,54.550781,54.931641,35.823986,226000
2006-03-03,55.224609,55.703125,55.136719,55.537109,36.218853,303600
2006-03-06,55.458984,55.527344,54.814453,55.097656,35.932251,237500
2006-03-07,53.769531,54.091797,53.652344,53.925781,35.168022,272000
2006-03-08,53.125000,53.535156,52.802734,53.271484,34.741314,1302900
2006-03-09,52.529297,52.685547,52.167969,52.255859,34.078960,360200
2006-03-10,52.128906,53.427734,51.982422,53.339844,34.785889,866000
